compound_ref,target_bacterium,activity_label,relation,activity_type,activity_value,activity_unit,source
CHEMBL3182343,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,0.65,uM,edges
CHEMBL318553,Escherichia coli,False,compound_bacterium,MIC_uM_median,5000.0,uM,edges
CHEMBL318843,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,38.5,uM,edges
CHEMBL31891,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.002951,uM,edges
CHEMBL319097,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,68.12,uM,edges
CHEMBL319144,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.1,uM,edges
CHEMBL319213,Escherichia coli,False,compound_bacterium,MIC_uM_median,500.0,uM,edges
CHEMBL319317,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,16.32,uM,edges
CHEMBL319430,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,21.2,uM,edges
CHEMBL319642,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,1.4,uM,edges
CHEMBL32,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.3,uM,edges
CHEMBL32,Mycobacterium tuberculosis,True,compound_bacterium,MIC_uM_median,0.5,uM,edges
CHEMBL32,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,27.5,uM,edges
CHEMBL320092,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.1,uM,edges
CHEMBL320155,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL32039,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.018,uM,edges
CHEMBL320455,Escherichia coli,True,compound_bacterium,MIC_uM_median,8.0,uM,edges
CHEMBL320472,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,4.9,uM,edges
CHEMBL320500,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,18.0,uM,edges
CHEMBL320507,Escherichia coli,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL320507,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL320538,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,6.2,uM,edges
CHEMBL320570,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,30.0,uM,edges
CHEMBL320570,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL320732,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,5.5,uM,edges
CHEMBL320811,Escherichia coli,True,compound_bacterium,MIC_uM_median,20.75,uM,edges
CHEMBL320816,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,1.16,uM,edges
CHEMBL320834,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,7.3,uM,edges
CHEMBL321062,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.7,uM,edges
CHEMBL321062,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,20.0,uM,edges
CHEMBL32113,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.084,uM,edges
CHEMBL321146,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,1.0,uM,edges
CHEMBL321206,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.4,uM,edges
CHEMBL321219,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,360.0,uM,edges
CHEMBL321230,Enterococcus faecium,True,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321230,Escherichia coli,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL321230,Klebsiella pneumoniae,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL321230,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL321230,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321230,Streptococcus pneumoniae,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL321460,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,10.0,uM,edges
CHEMBL3215522,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,2700000.0,uM,edges
CHEMBL321590,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,1.3,uM,edges
CHEMBL3215977,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.0,uM,edges
CHEMBL3215983,Escherichia coli,True,compound_bacterium,MIC_uM_median,1.0,uM,edges
CHEMBL3216187,Escherichia coli,False,compound_bacterium,MIC_uM_median,64.0,uM,edges
CHEMBL321679,Enterococcus faecium,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL321679,Escherichia coli,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321679,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321705,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.05,uM,edges
CHEMBL3217070,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,55.0,uM,edges
CHEMBL3217090,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,970.0,uM,edges
CHEMBL321807,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,9.6,uM,edges
CHEMBL321826,Escherichia coli,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL321836,Escherichia coli,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321836,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321875,Enterococcus faecium,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL321875,Escherichia coli,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL321875,Klebsiella pneumoniae,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL321875,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL321875,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL321875,Streptococcus pneumoniae,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL321917,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,0.96,uM,edges
CHEMBL322001,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.017,uM,edges
CHEMBL322102,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,1.0,uM,edges
CHEMBL32219,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,15000.0,uM,edges
CHEMBL322224,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,30.0,uM,edges
CHEMBL322294,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,30.0,uM,edges
CHEMBL322294,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,9.9,uM,edges
CHEMBL322315,Escherichia coli,True,compound_bacterium,MIC_uM_median,4.315,uM,edges
CHEMBL322334,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.1,uM,edges
CHEMBL322571,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,58.7,uM,edges
CHEMBL322585,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.25,uM,edges
CHEMBL32266,Escherichia coli,True,compound_bacterium,MIC_uM_median,1.4,uM,edges
CHEMBL322740,Escherichia coli,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL322740,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,20.0,uM,edges
CHEMBL322740,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,125.0,uM,edges
CHEMBL322761,Enterococcus faecium,True,compound_bacterium,MIC_uM_median,3.0,uM,edges
CHEMBL322761,Escherichia coli,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL322761,Klebsiella pneumoniae,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL322761,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL322761,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,3.0,uM,edges
CHEMBL322761,Streptococcus pneumoniae,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL322786,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.4,uM,edges
CHEMBL322861,Escherichia coli,True,compound_bacterium,MIC_uM_median,13.0,uM,edges
CHEMBL323135,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.75,uM,edges
CHEMBL323155,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.45,uM,edges
CHEMBL323209,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL323388,Escherichia coli,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL323388,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL323841,Escherichia coli,True,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL323883,Escherichia coli,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL323960,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.465,uM,edges
CHEMBL323961,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),False,compound_bacterium,MIC_uM_median,30.0,uM,edges
CHEMBL32407,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,90000.0,uM,edges
CHEMBL324231,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.8250000000000001,uM,edges
CHEMBL324341,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,375.0,uM,edges
CHEMBL324424,Streptococcus pneumoniae,True,compound_bacterium,MIC_uM_median,10.0,uM,edges
CHEMBL324440,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,1.6,uM,edges
CHEMBL32446,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,90000.0,uM,edges
CHEMBL324501,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL324501,Salmonella enterica subsp. enterica serovar Enteritidis,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL324501,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,3.1,uM,edges
CHEMBL324527,Mycobacterium tuberculosis,True,compound_bacterium,MIC_uM_median,2.0,uM,edges
CHEMBL324666,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,0.5,uM,edges
CHEMBL324869,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,3.3,uM,edges
CHEMBL324878,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,10.0,uM,edges
CHEMBL325149,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,14.83,uM,edges
CHEMBL325210,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,125.0,uM,edges
CHEMBL325246,Escherichia coli,False,compound_bacterium,MIC_uM_median,75.0,uM,edges
CHEMBL325265,Escherichia coli,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL325304,Mycobacterium tuberculosis,True,compound_bacterium,MIC_uM_median,1.08,uM,edges
CHEMBL325333,Escherichia coli,True,compound_bacterium,MIC_uM_median,1.13,uM,edges
CHEMBL325419,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,156.0,uM,edges
CHEMBL325434,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.0078,uM,edges
CHEMBL325468,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL325468,Salmonella enterica subsp. enterica serovar Enteritidis,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL325468,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,6.2,uM,edges
CHEMBL325487,Escherichia coli,False,compound_bacterium,MIC_uM_median,20.0,uM,edges
CHEMBL325526,Escherichia coli,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL325533,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.1,uM,edges
CHEMBL325535,Escherichia coli,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL325535,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL325559,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,0.35,uM,edges
CHEMBL325864,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,388.0,uM,edges
CHEMBL325902,Escherichia coli,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL326029,Enterococcus faecium,True,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL326029,Escherichia coli,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL326029,Klebsiella pneumoniae,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL326029,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL326029,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,6.0,uM,edges
CHEMBL326029,Streptococcus pneumoniae,False,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL326200,Escherichia coli,True,compound_bacterium,MIC_uM_median,4.16,uM,edges
CHEMBL326268,Mycobacterium tuberculosis,True,compound_bacterium,MIC_uM_median,1.47,uM,edges
CHEMBL326382,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,312.5,uM,edges
CHEMBL326569,Escherichia coli,False,compound_bacterium,MIC_uM_median,33.0,uM,edges
CHEMBL326805,Escherichia coli,False,compound_bacterium,MIC_uM_median,500.0,uM,edges
CHEMBL32708,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.13,uM,edges
CHEMBL327236,Streptococcus pneumoniae R6,True,compound_bacterium,MIC_uM_median,1.0,uM,edges
CHEMBL327579,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.18,uM,edges
CHEMBL327642,Escherichia coli,False,compound_bacterium,MIC_uM_median,32.0,uM,edges
CHEMBL327700,Escherichia coli,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL327718,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL327837,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,66.0,uM,edges
CHEMBL327862,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL327892,Escherichia coli,True,compound_bacterium,MIC_uM_median,100.15,uM,edges
CHEMBL327929,Streptococcus pneumoniae R6,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL327982,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL327991,Escherichia coli,True,compound_bacterium,MIC_uM_median,12.52,uM,edges
CHEMBL328262,Escherichia coli,True,compound_bacterium,MIC_uM_median,100.035,uM,edges
CHEMBL328350,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.24,uM,edges
CHEMBL328363,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,2.5,uM,edges
CHEMBL32838,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL328495,Streptococcus pneumoniae R6,True,compound_bacterium,MIC_uM_median,8.0,uM,edges
CHEMBL328502,Escherichia coli,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL328555,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.34,uM,edges
CHEMBL328598,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL328688,Escherichia coli,False,compound_bacterium,MIC_uM_median,25.0,uM,edges
CHEMBL328760,Escherichia coli,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL328803,Escherichia coli,True,compound_bacterium,MIC_uM_median,100.01,uM,edges
CHEMBL328899,Streptococcus pneumoniae R6,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL328961,Streptococcus pneumoniae R6,True,compound_bacterium,MIC_uM_median,6.4,uM,edges
CHEMBL329115,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,210.0,uM,edges
CHEMBL329320,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.36,uM,edges
CHEMBL329363,Streptococcus pneumoniae R6,True,compound_bacterium,MIC_uM_median,8.0,uM,edges
CHEMBL329389,Streptococcus pneumoniae R6,True,compound_bacterium,MIC_uM_median,0.07,uM,edges
CHEMBL329404,Escherichia coli,True,compound_bacterium,MIC_uM_median,25.05,uM,edges
CHEMBL329455,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.87,uM,edges
CHEMBL329466,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL329541,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,60.0,uM,edges
CHEMBL329616,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL329619,Escherichia coli,False,compound_bacterium,MIC_uM_median,201.0,uM,edges
CHEMBL329677,Escherichia coli,True,compound_bacterium,MIC_uM_median,100.005,uM,edges
CHEMBL329866,Escherichia coli,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL330263,Escherichia coli,True,compound_bacterium,MIC_uM_median,12.503,uM,edges
CHEMBL330295,Escherichia coli,False,compound_bacterium,MIC_uM_median,780.0,uM,edges
CHEMBL330337,Streptococcus pneumoniae R6,False,compound_bacterium,MIC_uM_median,100.0,uM,edges
CHEMBL330434,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,80.0,uM,edges
CHEMBL33045,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.013,uM,edges
CHEMBL330484,Escherichia coli,True,compound_bacterium,MIC_uM_median,1.5,uM,edges
CHEMBL330571,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL330667,Escherichia coli,False,compound_bacterium,MIC_uM_median,3130.0,uM,edges
CHEMBL330749,Escherichia coli,False,compound_bacterium,MIC_uM_median,1560.0,uM,edges
CHEMBL330752,Escherichia coli,False,compound_bacterium,MIC_uM_median,780.0,uM,edges
CHEMBL330906,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL330906,Salmonella enterica subsp. enterica serovar Enteritidis,False,compound_bacterium,MIC_uM_median,50.0,uM,edges
CHEMBL330906,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,4.65,uM,edges
CHEMBL331082,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,4786.30092,uM,edges
CHEMBL331090,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.005,uM,edges
CHEMBL331090,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.006,uM,edges
CHEMBL331207,Escherichia coli,False,compound_bacterium,MIC_uM_median,200.0,uM,edges
CHEMBL331347,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,74.9,uM,edges
CHEMBL331350,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,301.99517,uM,edges
CHEMBL33140,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,90000.0,uM,edges
CHEMBL331492,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.4,uM,edges
CHEMBL331729,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,246.0,uM,edges
CHEMBL33208,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.76,uM,edges
CHEMBL332104,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,0.09,uM,edges
CHEMBL332172,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,43.2,uM,edges
CHEMBL332364,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,52.0,uM,edges
CHEMBL332399,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,87.095,uM,edges
CHEMBL332417,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,215.0,uM,edges
CHEMBL332481,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.02,uM,edges
CHEMBL332518,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.38,uM,edges
CHEMBL332525,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.4,uM,edges
CHEMBL332565,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,143.0,uM,edges
CHEMBL332565,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,8.9,uM,edges
CHEMBL332565,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,82.5,uM,edges
CHEMBL332942,Escherichia coli,False,compound_bacterium,MIC_uM_median,500.0,uM,edges
CHEMBL332965,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,6606.934480000001,uM,edges
CHEMBL33300,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,90000.0,uM,edges
CHEMBL333001,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,0.1,uM,edges
CHEMBL333078,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,16.0,uM,edges
CHEMBL333330,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,45.0,uM,edges
CHEMBL333330,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),True,compound_bacterium,MIC_uM_median,0.54,uM,edges
CHEMBL333330,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,90.0,uM,edges
CHEMBL33336,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,90000.0,uM,edges
CHEMBL333424,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.028,uM,edges
CHEMBL333429,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,16982.43652,uM,edges
CHEMBL333467,Escherichia coli,False,compound_bacterium,MIC_uM_median,1000.0,uM,edges
CHEMBL333467,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,1000.0,uM,edges
CHEMBL333467,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,1000.0,uM,edges
CHEMBL333498,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,660.69345,uM,edges
CHEMBL333530,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,16218.100970000001,uM,edges
CHEMBL333571,Escherichia coli,False,compound_bacterium,MIC_uM_median,1000.0,uM,edges
CHEMBL333571,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,1000.0,uM,edges
CHEMBL333571,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,1000.0,uM,edges
CHEMBL333696,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.0032,uM,edges
CHEMBL333742,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,51.0,uM,edges
CHEMBL333837,Escherichia coli,False,compound_bacterium,MIC_uM_median,75.0,uM,edges
CHEMBL333877,Mycobacterium tuberculosis,True,compound_bacterium,MIC_uM_median,10.0,uM,edges
CHEMBL333888,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,0.3,uM,edges
CHEMBL333990,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,575.43994,uM,edges
CHEMBL333999,Mycobacterium tuberculosis,False,compound_bacterium,MIC_uM_median,50.72,uM,edges
CHEMBL334021,Escherichia coli,True,compound_bacterium,MIC_uM_median,0.029,uM,edges
CHEMBL334080,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,1.0,uM,edges
CHEMBL334155,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,6.9,uM,edges
CHEMBL334227,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,250.0,uM,edges
CHEMBL33426,Escherichia coli K-12,False,compound_bacterium,MIC_uM_median,180.0,uM,edges
CHEMBL334284,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.0,uM,edges
CHEMBL334500,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),True,compound_bacterium,MIC_uM_median,8.5,uM,edges
CHEMBL334627,Streptococcus pneumoniae,True,compound_bacterium,MIC_uM_median,12.55,uM,edges
CHEMBL3349212,Mycobacterium tuberculosis,True,compound_bacterium,MIC_uM_median,9.63,uM,edges
CHEMBL3350274,Escherichia coli K-12,True,compound_bacterium,MIC_uM_median,4.37,uM,edges
CHEMBL3350332,Acinetobacter baumannii,False,compound_bacterium,MIC_uM_median,128.0,uM,edges
CHEMBL3350332,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.0,uM,edges
CHEMBL3350332,Klebsiella pneumoniae,True,compound_bacterium,MIC_uM_median,12.0,uM,edges
CHEMBL3350332,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,128.0,uM,edges
CHEMBL3350332,Salmonella enterica subsp. enterica serovar Enteritidis,True,compound_bacterium,MIC_uM_median,4.0,uM,edges
CHEMBL3350332,Salmonella enterica subsp. enterica serovar Typhimurium,True,compound_bacterium,MIC_uM_median,8.0,uM,edges
CHEMBL3350332,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,64.0,uM,edges
CHEMBL3350722,Acinetobacter baumannii,False,compound_bacterium,MIC_uM_median,128.0,uM,edges
CHEMBL3350722,Escherichia coli,True,compound_bacterium,MIC_uM_median,2.0,uM,edges
CHEMBL3350722,Klebsiella pneumoniae,False,compound_bacterium,MIC_uM_median,32.0,uM,edges
CHEMBL3350722,Pseudomonas aeruginosa,False,compound_bacterium,MIC_uM_median,128.0,uM,edges
CHEMBL3350722,Salmonella enterica subsp. enterica serovar Enteritidis,True,compound_bacterium,MIC_uM_median,3.0,uM,edges
CHEMBL3350722,Salmonella enterica subsp. enterica serovar Typhimurium,True,compound_bacterium,MIC_uM_median,8.0,uM,edges
CHEMBL3350722,Staphylococcus aureus,False,compound_bacterium,MIC_uM_median,64.0,uM,edges
CHEMBL335149,Staphylococcus aureus,True,compound_bacterium,MIC_uM_median,0.33,uM,edges
CHEMBL335191,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),True,compound_bacterium,MIC_uM_median,0.22,uM,edges
CHEMBL335513,Escherichia coli,True,compound_bacterium,MIC_uM_median,26.4,uM,edges
CHEMBL335552,Streptococcus pneumoniae,True,compound_bacterium,MIC_uM_median,75.035,uM,edges
