"compound_id","name","smiles","source_species","country","bioactivity","target_organism","reference","source_db","activity_value","activity_type","ailment_treated","compound_class","molecular_weight","xlogp","h_bond_donors","h_bond_acceptors","rotatable_bonds","tpsa","num_atoms","num_rings","label_antibacterial","mic_value","log_mic"
"Mol_08016","julocrotine","CCC(C(=O)NC1CCC(=O)N(C1=O)CCc1ccccc1)C","Croton alienus","East Africa","antibacterial","multiple","PMID:24356872","ANPDB","","class_inference","","alkaloid","316.4","1.91","1.0","3.0","6.0","66.48","23.0","2.0","1","",""
"Mol_08018","monodeacetyl crotepoxide","CCC(C(C)C)/C=C/[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C","Croton alienus","East Africa","antibacterial","multiple","PMID:24356872","ANPDB","","class_inference","","cyclic compound","410.69","8.01","0.0","1.0","5.0","17.07","30.0","4.0","1","",""
"Mol_08019","dideacetylcrotepoxide","O[C@@H]1[C@H]2O[C@H]2[C@@H]2[C@@]([C@H]1O)(COC(=O)c1ccccc1)O2","Croton alienus","East Africa","antibacterial","multiple","PMID:24356872","ANPDB","","class_inference","","cyclic compound","278.26","-0.52","2.0","6.0","3.0","91.82","20.0","4.0","1","",""
"Mol_08020","beta-senepoxide","CC(=O)O[C@H]1[C@@H](C=C[C@@H]2[C@@]1(COC(=O)c1ccccc1)O2)OC(=O)C","Croton alienus","East Africa","antibacterial","multiple","PMID:1368857","ANPDB","","class_inference","","cyclic compound","346.34","1.41","0.0","7.0","5.0","91.43","25.0","3.0","1","",""
"Mol_08021","alpha-senepoxide","CC(=O)O[C@H]1[C@@H](C=C[C@H]2[C@]1(COC(=O)c1ccccc1)O2)OC(=O)C","Croton alienus","East Africa","antibacterial","multiple","PMID:1368857","ANPDB","","class_inference","","cyclic compound","346.34","1.41","0.0","7.0","5.0","91.43","25.0","3.0","1","",""
"Mol_08022","(+)-(2S,3R)-diacetoxy-1-benzoyloxymethylenecyclohex-4,6-diene","O=C(c1ccccc1)OCC1=CC=C[C@H]([C@@H]1OC(=O)C)OC(=O)C","Croton alienus","East Africa","antibacterial","multiple","PMID:24356872","ANPDB","","class_inference","","cyclic compound","330.34","2.2","0.0","6.0","5.0","78.9","24.0","2.0","1","",""
"Mol_08026","ent-3,13E-clerodadiene-15-formate","O=COC/C=C(/CC[C@@]1(C)[C@H](CO)CC[C@@]2([C@@H]1CCC=C2C)C)\C","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","334.5","4.66","1.0","3.0","7.0","46.53","24.0","2.0","1","",""
"Mol_08027","15-acetoxy-ent-3,13E-clerodadiene","OC[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/COC(=O)C)/C)CCC=C2C)C","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","348.53","5.05","1.0","3.0","6.0","46.53","25.0","2.0","1","",""
"Mol_08028","ent-3,13E-clerodadien-15-ol","OC/C=C(/CC[C@@]1(C)[C@H](CO)CC[C@@]2([C@@H]1CCC=C2C)C)\C","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","306.49","4.48","2.0","2.0","5.0","40.46","22.0","2.0","1","",""
"Mol_08029","hardwickiic acid","OC(=O)C1=CCC[C@@H]2[C@]1(C)CC[C@@H]([C@@]2(C)CCc1ccoc1)C","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","316.44","5.08","1.0","2.0","4.0","50.44","23.0","3.0","1","",""
"Mol_08030","penduliflaworosin","COC(=O)[C@]1(C)CCCC2=C1CC[C@H]([C@@]12C[C@H](OC1=O)c1cocc1)C","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","358.43","4.34","0.0","5.0","2.0","65.74","26.0","4.0","1","",""
"Mol_08031","crotohalimaneic acid","C[C@@H]1CCC2C([C@@]1(C)CCc1ccoc1)CCC[C@@]2(C)C(=O)O","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","318.46","5.16","1.0","2.0","4.0","50.44","23.0","3.0","1","",""
"Mol_08032","labda-13E-ene-8a,15-diol","OC/C=C(/CC[C@H]1[C@](C)(O)CC[C@@H]2[C@]1(C)CCCC2(C)C)\C","Croton sylvaticus","East Africa","antibacterial","multiple","PMID:25973474","ANPDB","","class_inference","","terpenoid","308.51","4.7","2.0","2.0","4.0","40.46","22.0","2.0","1","",""
"Mol_08038","labdane","CC[C@H](CC[C@H]1[C@@H](C)CC[C@@H]2[C@]1(C)CCCC2(C)C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","278.52","6.69","0.0","0.0","4.0","0.0","20.0","2.0","1","",""
"Mol_08039","clerodane","C[C@@H]1CC[C@@]2([C@]([C@@]1(C)CCc1cocc1)(C)CCC=C2C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","300.49","6.4","0.0","1.0","3.0","13.14","22.0","3.0","1","",""
"Mol_08040","kaurane","C[C@@H]1C[C@]23C[C@@H]1CC[C@@H]3[C@@]1([C@@H](CC2)C(C)(C)CCC1)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","274.49","6.06","0.0","0.0","0.0","0.0","20.0","4.0","1","",""
"Mol_08041","trachylobane","CC12CC34CC1C2CC4C1(C(CC3)C(C)(C)CCC1)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","272.48","5.67","0.0","0.0","0.0","0.0","20.0","6.0","1","",""
"Mol_08042","pimarane","CC[C@]1(C)CC[C@H]2[C@H](C1)CC[C@@H]1[C@]2(C)CCCC1(C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","276.51","6.45","0.0","0.0","1.0","0.0","20.0","3.0","1","",""
"Mol_08043","crotomacrine","COC(=O)C1=CC=C[C@H]2[C@@H]1CC(=C1[C@]2(C)C[C@@H](OC1=O)c1cocc1)O","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","356.37","3.39","1.0","6.0","2.0","85.97","26.0","4.0","1","",""
"Mol_08045","3beta-acetoxy tetraxer-14-en-28-oic acid","CC(=O)O[C@H]1CC[C@]2(C(C1(C)C)CC[C@@]1(C2CC[C@@]2(C1=CC[C@@]1(C2CC(C)(C)CC1)C(=O)O)C)C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","498.75","7.8","1.0","3.0","2.0","63.6","36.0","5.0","1","",""
"Mol_08046","trachyloban-19-oic acid","OC(=O)[C@@]1(C)CCC[C@@]2([C@@H]1CC[C@]13[C@H]2C[C@@H]2[C@H](C1)[C@@]2(C3)C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","302.46","4.73","1.0","1.0","1.0","37.3","22.0","6.0","1","",""
"Mol_08048","neoclerodan-5,10-en-19,6beta,20,12-diolide","C[C@@H]1CC[C@]2([C@H]([C@@]1(C)C(=O)O)CC[C@]13[C@H]2C[C@H]2[C@@H](C1)[C@]2(C3)C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","316.49","4.98","1.0","1.0","1.0","37.3","23.0","6.0","1","",""
"Mol_08049","3alpha,19-dihydroxy trachylobane","OC[C@]1(C)[C@H](O)CC[C@]2([C@H]1CC[C@]13[C@H]2C[C@H]2[C@@H](C1)[C@]2(C3)C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","304.47","3.61","2.0","2.0","1.0","40.46","22.0","6.0","1","",""
"Mol_08050","3alpha,18,19-trihydroxy trachylobane","OCC1(CO)[C@H](O)CC[C@]2([C@H]1CC[C@]13[C@H]2C[C@H]2[C@@H](C1)[C@]2(C3)C)C","Croton macrostachyus","East Africa","antibacterial","multiple","PMID:25535086","ANPDB","","class_inference","","terpenoid","320.47","2.58","3.0","3.0","2.0","60.69","23.0","6.0","1","",""
"Mol_08075","ethyl isovalerate","CCOC(=O)CC(C)C","Ocimum kenyense","East Africa","antibacterial","multiple","PMID:11393518","ANPDB","","class_inference","","essential oil","130.19","1.6","0.0","2.0","3.0","26.3","9.0","0.0","1","",""
"Mol_08104","eugenol","C=CCc1ccc(c(c1)OC)O","Plectranthus marrubioides","East Africa","antibacterial","multiple","PMID:15474566","ANPDB","","class_inference","","essential oil || terpenoid","164.2","2.13","1.0","2.0","3.0","29.46","12.0","1.0","1","",""
"Mol_08106","4-isopropylbenzaldehyde","O=Cc1ccc(cc1)C(C)C","Eucalyptus cinerea","East Africa","antibacterial","multiple","PMID:15474566","ANPDB","","class_inference","","terpenoid","148.2","2.62","0.0","1.0","2.0","17.07","11.0","1.0","1","",""
"Mol_08196","5,7-dihydroxy-4'-methoxy-3′,5′-di-(3-methylbut-2-enyl)flavanone","COc1c(CC=C(C)C)cc(cc1CC=C(C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","422.52","5.83","2.0","5.0","6.0","75.99","31.0","3.0","1","",""
"Mol_08198","5,7-dihydroxy-4'-methoxy-3′-(3-hydroxy-3-methylbut-1-enyl)-5′-(3-methylbut-2-enyl)flavanone","CC(=CCc1cc(cc(c1O)CC=C(C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","408.49","5.53","3.0","5.0","5.0","86.99","30.0","3.0","1","",""
"Mol_08201","calopocarpin","CC(=CCc1cc2c(cc1O)OC[C@@H]1[C@H]2Oc2c1ccc(c2)O)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","324.38","4.22","2.0","4.0","2.0","58.92","24.0","4.0","1","",""
"Mol_08202","neorautenol","Oc1ccc2c(c1)O[C@@H]1[C@H]2COc2c1cc1C=CC(Oc1c2)(C)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:13679101","ANPDB","","class_inference","","flavonoid","322.36","4.19","1.0","4.0","0.0","47.92","24.0","5.0","1","",""
"Mol_08203","sigmoidin B-4'-methyl ether","COc1c(O)cc(cc1CC=C(C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","370.4","4.03","3.0","6.0","4.0","96.22","27.0","3.0","1","",""
"Mol_08204","bidwillon A","CC(=CCc1cc2C(=O)C(COc2c(c1O)CC=C(C)C)c1ccc(cc1O)O)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:13679101","ANPDB","","class_inference","","flavonoid","408.49","5.18","3.0","5.0","5.0","86.99","30.0","3.0","1","",""
"Mol_08205","isobavachalcone","CC(=CCc1c(O)ccc(c1O)C(=O)/C=C/c1ccc(cc1)O)C","Dorstenia kameruniana","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","324.38","4.21","3.0","4.0","5.0","77.76","24.0","2.0","1","",""
"Mol_08206","erythrinasinate","CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C/c1ccc(c(c1)OC)O","Croton oligandrus","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","586.94","12.12","1.0","4.0","30.0","55.76","42.0","1.0","1","",""
"Mol_08207","7,4'-dihydroxy-2'-methoxy-6-(1"",1""-dimethylallyl)isoflav-3-ene","C=CC(c1cc2C=C(COc2cc1O)c1ccc(cc1OC)O)(C)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","338.4","4.5","2.0","4.0","4.0","58.92","25.0","3.0","1","",""
"Mol_08209","4'-hydroxy-2'-methoxy-2"",2""-dimethylpyrano[5"",6"":8,7]isoflav-3-ene","COc1cc(O)ccc1C1=CCOc2c1ccc1c2C=CC(O1)(C)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","336.39","4.41","1.0","4.0","2.0","47.92","25.0","4.0","1","",""
"Mol_08211","7,4'-dihydroxy-2'-methoxy-8-(3"",3""-dimethylallyl)isoflav-3-ene","COc1cc(O)ccc1C1=Cc2c(OC1)c(CC=C(C)C)c(cc2)O","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","338.4","4.55","2.0","4.0","4.0","58.92","25.0","3.0","1","",""
"Mol_08213","2-arylbenzofuran, 6,4'-dihydroxy-2'-methoxy-5-(1"",1""-dimethylallyl)-2-arylbenzofuran","COc1cc(O)ccc1c1oc2c(c1)cc(c(c2)O)C(C=C)(C)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","324.38","4.98","2.0","4.0","4.0","62.83","24.0","3.0","1","",""
"Mol_08216","bidwillol A","COc1c(ccc(c1CC=C(C)C)O)C1=Cc2c(OC1)cc(cc2)O","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","338.4","4.55","2.0","4.0","4.0","58.92","25.0","3.0","1","",""
"Mol_08218","erybraedin A","CC(=CCc1c(O)ccc2c1OCC1C2Oc2c1ccc(c2CC=C(C)C)O)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","pterocarpan","392.5","5.72","2.0","4.0","4.0","58.92","29.0","4.0","1","",""
"Mol_08219","erythrabyssin II","CC(=CCc1cc2c(cc1O)OC[C@@H]1[C@H]2Oc2c1ccc(c2CC=C(C)C)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","flavonoid","392.5","5.72","2.0","4.0","4.0","58.92","29.0","4.0","1","",""
"Mol_08221","phaseollidin","CC(=CCc1c(O)ccc2c1O[C@@H]1[C@H]2COc2c1ccc(c2)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","pterocarpan","324.38","4.22","2.0","4.0","2.0","58.92","24.0","4.0","1","",""
"Mol_08222","phaseollin","Oc1ccc2c(c1)OC[C@@H]1[C@H]2Oc2c1ccc1c2C=CC(O1)(C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11830143","ANPDB","","class_inference","","pterocarpan","322.36","4.19","1.0","4.0","0.0","47.92","24.0","5.0","1","",""
"Mol_08223","5,2',4'-trihydroxy-7-methoxy-6-(3-methylbut-2-enyl)isoflavone","COc1cc2occ(c(=O)c2c(c1CC=C(C)C)O)c1ccc(cc1O)O","Erythrina burttii","East Africa","antibacterial","multiple","PMID:12770595","ANPDB","","class_inference","","flavonoid","368.39","4.09","3.0","6.0","4.0","100.13","27.0","3.0","1","",""
"Mol_08225","5,7-dihydroxy-4'-methoxy-3'-(3-methylbutadienyl)-5'-(3-methylbut-2-enyl)flavanone","COc1c(CC=C(C)C)cc(cc1/C=C/C(=C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O","Erythrina burttii","East Africa","antibacterial","multiple","PMID:12770595","ANPDB","","class_inference","","flavonoid","420.51","5.91","2.0","5.0","6.0","75.99","31.0","3.0","1","",""
"Mol_08227","8-prenylluteone","CC(=CCc1c(O)c(CC=C(C)C)c2c(c1O)c(=O)c(co2)c1ccc(cc1O)O)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:12770595","ANPDB","","class_inference","","flavonoid","422.48","5.3","4.0","6.0","5.0","111.13","31.0","3.0","1","",""
"Mol_08228","3-O-methylcalopocarpin","COc1cc2OC[C@@H]3[C@H](c2cc1CC=C(C)C)Oc1c3ccc(c1)O","Erythrina burttii","East Africa","antibacterial","multiple","PMID:12770595","ANPDB","","class_inference","","flavonoid","338.4","4.52","1.0","4.0","3.0","47.92","25.0","4.0","1","",""
"Mol_08231","sigmoidin B 4'-methylether diacetate","COc1c(CC=C(C)C)cc(cc1OC(=O)C)C1CC(=O)c2c(O1)cc(cc2O)OC(=O)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:15967591","ANPDB","","class_inference","","flavonoid","454.48","4.47","1.0","8.0","6.0","108.36","33.0","3.0","1","",""
"Mol_08235","calopocarpin diacetate","CC(=CCc1cc2c(cc1OC(=O)C)OCC1C2Oc2c1ccc(c2)OC(=O)C)C","Erythrina burttii","East Africa","antibacterial","multiple","PMID:15967591","ANPDB","","class_inference","","pterocarpan","408.45","4.66","0.0","6.0","4.0","71.06","30.0","4.0","1","",""
"Mol_08238","(R)-5,7-dihydroxy-2',4',5'-trimethoxyisoflavanone","COc1cc(OC)c(cc1[C@@H]1COc2c(C1=O)c(O)cc(c2)O)OC","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","346.34","2.48","2.0","7.0","4.0","94.45","25.0","3.0","1","",""
"Mol_08240","(R)-5-hydroxy-2',4',5'-trimethoxy-2"",2""-dimethylpyrano[5"",6"":6,7]isoflavanone","COc1cc(OC)c(cc1[C@@H]1COc2c(C1=O)c(O)c1c(c2)OC(C=C1)(C)C)OC","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","412.44","3.96","1.0","7.0","4.0","83.45","30.0","4.0","1","",""
"Mol_08242","shinpterocarpin","Oc1ccc2c(c1)O[C@@H]1[C@H]2COc2c1ccc1c2C=CC(O1)(C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","322.36","4.19","1.0","4.0","0.0","47.92","24.0","5.0","1","",""
"Mol_08243","2,3-dehydrokievitone","CC(=CCc1c(O)cc(c2c1occ(c2=O)c1ccc(cc1O)O)O)C","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","354.36","3.79","4.0","6.0","3.0","111.13","26.0","3.0","1","",""
"Mol_08248","5,7-dihydroxy-2',4',5'-trimethoxyisoflavone","COc1cc(OC)c(cc1c1coc2c(c1=O)c(O)cc(c2)O)OC","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","344.32","2.9","2.0","7.0","4.0","98.36","25.0","3.0","1","",""
"Mol_08250","5,7-dihydroxy-4'-methoxy3′-(3-methylbut-2-enyl)isoflavone","COc1ccc(cc1CC=C(C)C)C1COc2c(C1=O)c(O)cc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","354.4","3.97","2.0","5.0","4.0","75.99","26.0","3.0","1","",""
"Mol_08252","5,7,3'-trihydroxy-4'-methoxy-5'-(3-methylbut-2-enyl)isoflavone","COc1c(O)cc(cc1CC=C(C)C)C1COc2c(C1=O)c(O)cc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","370.4","3.68","3.0","6.0","4.0","96.22","27.0","3.0","1","",""
"Mol_08254","5,7,3'-trihydroxy-4'-methoxy-5'-formylisoflavone","COc1c(O)cc(cc1C=O)C1COc2c(C1=O)c(O)cc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","flavonoid","330.29","1.98","3.0","7.0","3.0","113.29","24.0","3.0","1","",""
"Mol_08256","presengulone","COC1=CC(=O)c2c(C1=O)c(c1c(OC)cc3c(c1O)c(O)c1c(c3)CC(CC1=O)(C)O)c1c(c2O)c(O)cc(c1)C","Senna sophera","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","570.55","4.59","5.0","10.0","3.0","170.82","42.0","6.0","1","",""
"Mol_08258","physcion","COc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C","Cassia floribunda","East Africa","antibacterial","multiple","PMID:11054840","ANPDB","","class_inference","","quinone","284.27","2.19","2.0","5.0","1.0","83.83","21.0","3.0","1","",""
"Mol_08259","physcion bianthrone","COc1cc(O)c2c(c1)C(c1c(C2=O)c(O)cc(c1)C)C1c2cc(C)cc(c2C(=O)c2c1cc(OC)cc2O)O","Aspergillus wentii","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","538.55","5.2","4.0","8.0","3.0","133.52","40.0","6.0","1","",""
"Mol_08260","xanthorin","COc1cc(O)c2c(c1O)C(=O)c1c(C2=O)c(O)cc(c1)C","Rumex abysinicus","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","300.27","1.9","3.0","6.0","1.0","104.06","22.0","3.0","1","",""
"Mol_08261","floribundone-1","COc1cc2C(=O)c3cc(C)cc(c3C(=O)c2c(c1c1c(OC)cc(c2c1C(=O)c1cc(C)cc(c1C2=O)O)O)O)O","Cassia floribunda","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","566.52","4.36","4.0","10.0","3.0","167.66","42.0","6.0","1","",""
"Mol_08262","isosengulone","COc1cc(O)c2c(c1)c(c1c(OC)cc3c(c1O)C(=O)c1c(C3=O)cc(cc1O)C)c1c(c2O)C(=O)C=C(C1=O)C","Senna multiglandulosa","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","566.52","4.76","4.0","10.0","3.0","167.66","42.0","6.0","1","",""
"Mol_08263","sengulone","COC1=CC(=O)c2c(C1=O)c(c1c(OC)cc3c(c1O)C(=O)c1c(C3=O)cc(cc1O)C)c1c(c2O)c(O)cc(c1)C","Senna sophera","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","566.52","4.64","4.0","10.0","3.0","167.66","42.0","6.0","1","",""
"Mol_08264","anhydrophlegmacin-9,10-quinones A2","COc1cc(O)c2c(c1)c(c1c(OC)cc3c(c1O)C(=O)c1c(C3=O)cc(cc1O)C)c1c(c2O)C(=O)[C@](CC1)(C)O","Senna sophera","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","570.55","4.31","5.0","10.0","3.0","170.82","42.0","6.0","1","",""
"Mol_08265","anhydrophlegmacin-9,10-quinones B2","COc1cc(O)c2c(c1)c(c1c(OC)cc3c(c1O)C(=O)c1c(C3=O)cc(cc1O)C)c1c(c2O)C(=O)[C@@](CC1)(C)O","Senna sophera","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","570.55","4.31","5.0","10.0","3.0","170.82","42.0","6.0","1","",""
"Mol_08269","5,7'-physcion-physcionanthrone","COc1cc2c(c(c1c1c(OC)cc(c3c1Cc1cc(C)cc(c1C3=O)O)O)O)C(=O)c1c(C2=O)cc(cc1O)C","Cassia floribunda","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","552.54","4.72","4.0","9.0","3.0","150.59","41.0","6.0","1","",""
"Mol_08270","emodin","Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O","Kniphofia species","East Africa","antibacterial","multiple","PMID:11054840","ANPDB","","class_inference","","quinone","270.24","1.89","3.0","5.0","0.0","94.83","20.0","3.0","1","",""
"Mol_08274","10-hydroxy-10-(physcion-7'-yl)-chrysophanol anthrone","COc1cc2C(=O)c3cc(C)cc(c3C(=O)c2c(c1C1(O)c2c(O)cc(cc2C(=O)c2c1c(O)c(c(c2)OC)C)C)O)O","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","582.56","4.06","5.0","10.0","3.0","170.82","43.0","6.0","1","",""
"Mol_08275","5,10-dihydroxy-2-methyl-9-(physcion-7'-yl)-1,4-anthraquinone","COc1cc2c(c(c1c1c3C(=O)C(=CC(=O)c3c(c3c1cccc3O)O)C)O)C(=O)c1c(C2=O)cc(cc1O)C","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","536.49","4.75","4.0","9.0","2.0","158.43","40.0","6.0","1","",""
"Mol_08276","torosachrysone","COc1cc2cc3CC(C)(O)CC(=O)c3c(c2c(c1)O)O","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","288.3","2.14","3.0","5.0","1.0","86.99","21.0","3.0","1","",""
"Mol_08279","anhydrophlegmacin","COc1cc(O)c2c(c1)c(c1c(OC)cc3c(c1O)C(=O)c1c(C3)cc(cc1O)C)c1c(c2O)C(=O)CC(C1)(C)O","Senna multiglandulosa","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","556.57","4.67","5.0","9.0","3.0","153.75","41.0","6.0","1","",""
"Mol_08284","5,7'-physcion-fallacinol","OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)c(c(c1)OC)c1c(OC)cc(c2c1C(=O)c1cc(C)cc(c1C2=O)O)O","Senna floribunda","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","582.52","3.54","5.0","11.0","4.0","187.89","43.0","6.0","1","",""
"Mol_08285","physcion-8-O-galactoside","OC[C@H]1O[C@@H](Oc2cc(C)cc3c2C(=O)c2c(C3=O)cc(cc2O)OC)[C@@H]([C@H]([C@H]1O)O)O","Senna floribunda","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","446.41","-0.34","5.0","10.0","4.0","162.98","32.0","4.0","1","",""
"Mol_08290","rhein","Oc1cc(cc2c1C(=O)c1c(C2=O)cccc1O)C(=O)O","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","284.22","1.57","3.0","5.0","1.0","111.9","21.0","3.0","1","",""
"Mol_08293","torosanin-9',10'-quinone","COc1cc2c(c(c1c1c(OC)cc(c3c1cc1C[C@](C)(O)CC(=O)c1c3O)O)O)C(=O)c1c(C2=O)cc(cc1O)C","Senna floribunda","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","570.55","4.31","5.0","10.0","3.0","170.82","42.0","6.0","1","",""
"Mol_08294","anhydrophlegmacin-9',10'-quinone","COc1cc(O)c2c(c1)c(c1c(OC)cc3c(c1O)C(=O)c1c(C3=O)cc(cc1O)C)c1c(c2O)C(=O)CC(C1)(C)O","Senna floribunda","East Africa","antibacterial","multiple","PMID:11140607","ANPDB","","class_inference","","quinone","570.55","4.31","5.0","10.0","3.0","170.82","42.0","6.0","1","",""
"Mol_08310","5-prenylbutein","CC(=CCc1cc(/C=C/C(=O)c2ccc(cc2O)O)cc(c1O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","340.38","3.91","4.0","5.0","5.0","97.99","25.0","2.0","1","",""
"Mol_08312","homobutein","COc1cc(/C=C/C(=O)c2ccc(cc2O)O)ccc1O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","286.28","2.71","3.0","5.0","4.0","86.99","21.0","2.0","1","",""
"Mol_08313","licoagrochalcone A","CC(=CCc1cc(/C=C/C(=O)c2ccc(cc2O)O)ccc1O)C","Dorstenia kameruniana","East Africa","antibacterial","multiple","PMID:12898424","ANPDB","","class_inference","","flavonoid","324.38","4.21","3.0","4.0","5.0","77.76","24.0","2.0","1","",""
